,Review Title,Rating,Reviews
354,No.1 gaming phone with monster mode.,5.0 out of 5 stars,"Everything like in this phone super for me.Micro shot, wide angle best,And gaming best,Hidden features also best...👍🏻👍🏻👍🏻1.Charging adapter heating issue after full charge,2. Very Low 🔅 camera flash light."
355,"Night mode killer ,Never seen a phone like this ,unbeatable at this price",5.0 out of 5 stars,"Above photos are taken in night ,believe me those bricks pattern on them were almost not visible. Night photos are truly ✨✨✨ MAGIC.Played BGMI comes with 90 Fps on smooth.But liked HDR + extreme.870 doesn't produce much heat.Battery is just good , I mean definitely not averageI don't know get to see any cons at this price really till now"
356,Excellent All Rounder!,5.0 out of 5 stars,Excellent all rounder phone! Go for it without a second thought.Camera: 4.5/5Battery: 4.5/5OS: 4.5/5Performance: 5/580w Charger: 5/5
357,Super in one word,5.0 out of 5 stars,First flagship phone for me and its truly amazing in all aspects. Very happy with the product. Display + Performance + Fast Chatting are the USP's.
358,Best mobile under 26k,5.0 out of 5 stars,"Smart look mobile, Iqoo trying to replace OnePlus but 1+ still has upper hand as it made of good material. Today I have reduced 1 star bcz phone is made of cheap china plastic as sim slot has almost broken while opening. IQOO needs to make phones with best martials in future to keep ahead of other competitors."
359,Good phone,5.0 out of 5 stars,First impression ..all rounder phone got it for 19k with exchange of redminote5 and bank offer .
360,All-Rounder,5.0 out of 5 stars,"1. Likable design, lightweight.2. Excellent AMOLED screen, 120Hz refresh, 360Hz touch, HDR10+3. The main camera offers great video quality4. Excellent battery life & super-fast charging.5. Speakers are Excellent6. Great value Phone for 25kThis is an all-rounder phone in every sense of the word."
361,Best flagship killer phone under 30k 😍,5.0 out of 5 stars,"The phone is so awesome. It charges very fast, thanks to the 80w charging support. The UI feels smooth to use and the refresh rate of the screen feels so butter smooth to use. The camera is good for the price. If you're looking for a phone that is good for gaming then go for it.It would have been good if the body frame is metal."
362,Flagship,4.0 out of 5 stars,"                    The media could not be loaded.
                



 Budget range of flagship80 w fast charger"
363,Best experience,5.0 out of 5 stars,"I have been using this phone since 1st June and my experience is very good. Overall performance, camera everything is great."
364,Heating issue and average camara quality.but performance vise this is a beast phone,4.0 out of 5 stars,"                    The media could not be loaded.
                



 Heating issue and average camara quality.but performance vise this is a beast phone"
365,Bettery,1.0 out of 5 stars,Bettery is worst.....like it's not lasting even 1 day on routine use.....nd during charging touch uis worst .....to pay 30k for this is not worth
366,Super performance in mid budget price segment,4.0 out of 5 stars,"The performance is awesome in mid price 25000 - 30000 segment, thanks to snapdragon 870.  camera is above average, battery backup is good and 80 watt charger is awesome. Takes about 30mins to full charge. Display and sound quality are good. Not satisfied with build and look of the phone. Overall I will recommend those who are looking for the performance phone."
367,It's a very smooth phone and killer display. Fast charging is amazing.,5.0 out of 5 stars,"A very nice phone in this segment and better than one plus, mi, and other phones within this price segment. Amazing display and smart features. It is working smoothly with my Sony Bravia TV. I was sceptical about buying this phone, but when I read it's specifications, I could not resist myself from buying this phone. Go for it."
368,Under 30k its the best option.,4.0 out of 5 stars,"This is my review after 2 weeks of use.Everything is good except one thing that, Its back panel is plastic.Cameras,fast charging, battery backup,aod,cooling technology, optimization everything is nice.Gameing experience was super. Got 90fps in Pubg."
369,Phone without I.Q.,4.0 out of 5 stars,It gives a 'phata speaker' like noise when a call is connected and disconnected.Touch sensitivity is not working.Can't able to take screenshot with three fingers swipe.Saving contacts and other simple functions like doing sms is complicated.Music don't start from the same point where you left after coming back from aeroplane mode.
370,King of midrange phones,5.0 out of 5 stars,"It is simply awesome, no problems like heating or buggy software , best sound, screen, camera, just go for it......"
371,everything is good but the camera is not as thought,3.0 out of 5 stars,everything is good but the camera is not as thought
372,TOP CLASS UNDER 26k,5.0 out of 5 stars,"CAMERA QUALITY BAHUT HE ZYADA ACHA, PROCESSER BEST, SOUND AND VIDEO QUALITY TOP CLASS , BATTERY AVERAGE.CAMERA - 5⭐SOUNDS - 5⭐VIDEO  - 5⭐BATTERY- 4 ⭐PROCESSER - 5⭐"
373,Awesome product buly iqoo,5.0 out of 5 stars,At this price range this mobile is such a good option for everyone  everything is perfect no heating issue when I am playing games and gaming experience is excellent
374,"Mobile is absolutely perfect in working condition , camera ,battery backup all these all good",5.0 out of 5 stars,"Mobile is absolutely perfect in working condition , camera ,battery backup all these thing are working well. But the charger which I receive that is defective . But I request customer care to replace the charger only . But customer care can't help me so for this I will give bad feedback for this to amazon."
375,Value for money fone,5.0 out of 5 stars,Got it for 26999 . Worth every penny.Media consumption :9.5/10Fingerprint scanner: 9/10Cameras 7/10Multitasking 9/10Speed 9/10Gaming 9/10Battery life 9/10Charging 11/10
376,Amazing Battery backup,5.0 out of 5 stars,"I got 8hrs and 30min Screen time on normal day today usage. Also 21% of battery is still remaning. After the recent ott update, battery backup improved a lot. Thank you iqoo team.😍"
377,Not worthy for this price..,2.0 out of 5 stars,While your phone connected to wifi the phone don't receive call.. it tell you are in no network coverage area. Issue in call dropping.Front cam is the worst... You can't capture yourself along with background in outdoors.Sound quality was not good.
378,Overall Good phone,5.0 out of 5 stars,"I purchased this after exchange and got for around 23K, and the phone is good in all terms, perfomance,charging, camera. overall good."
379,Superb,4.0 out of 5 stars,"I am using from 1month,Very good phoneCharging very fastBattery lisfe is awesome.CamerA quality is also good"
380,the best phone available out here,5.0 out of 5 stars,"i just received the device today. the phone is completely amazing and there is literally nothing that can be be improved. i faced a bit issue in battery draining(4/5) but I guess that's not a problem because of the 80w charger. and gaming is 5/5. the value for money, I'd say 5/5 too as I got the phone for 31k after the discount."
381,Iqoo simply superb,5.0 out of 5 stars,Phone was excellent speed and camera quality simply superb and battery backup excellent. Need to improve water proof in future models phone's. Also along with mobile phone expecting Bluetooth device in box in future. Looking forward more advance new models in future. I'm using this iqoo first time it was nice experience to me.
382,Without a second thought go for it!!👌,4.0 out of 5 stars,Reviewing it after using for 5 daysPerformance + Gaming 5Screen saturation 4Audio Video 4.5No Heating issuesThoda Light weight hona chahiye thaBattery 5300 mah hoti to perfect thaCamera thoda or acha ho sakta haiBaki use karne ki date tak 40k ke budget mai is se best phone nahi.
383,Decent product,4.0 out of 5 stars,Battery charging is fastDisplay and performance is very average 2/5Camera is below average 1/5Sound is very low 2/5
384,Best Smartphone with exchange offer,5.0 out of 5 stars,"I was very confused To choose best mobile in my budget . But , Iqoo Neo 6 has an unique Function and Quality which Not Fullfill Other Smartphone at this Budget. Although , Iqoo need to Improvement in camera Quality."
385,Actually fabulous phone in this price range..,4.0 out of 5 stars,Actually fabulous phone in this price range......sd 870 is 🤯🔥....camera is superb.....a great performance......but there is a problem in fingerprint sensor..and software is very boaring....not like motorolla......but at 26 k or 27k it is beast🔥🔥🔥.......i think iqqo will provide software update to fix some of these little issues ....
386,Superb midlevel flagship phone,5.0 out of 5 stars,"After using around for 2 weeks, I am super happy with IQOO neo6 performance  comes with Q870and Battery life awesome and display comes with 120 nits super liquid type feeling while using,A complete different  experience we can feel  a much recommended midlevel flagship mobile under 30k & Thanks for amazon for fastest delivery"
387,Much hyped over priced mobile,3.0 out of 5 stars,"No NFC, No WIRELESS CHARGING, Only one theme and one wallpaper...... That is in two days of use. Or more usage will be able to detect many such things.  Don't just go by YouTube reviews"
388,Just awsome.,5.0 out of 5 stars,Really.  Awsome  ......All. .features... Awsome....Showing excellent performance.  No one. Can beat this mobile ..If u have . To buy poco f3 or iqoo neo 6I suggested . U to take.  Iqoo neo 6......best . Mobile.. at this price..And. Camera is stunning...
389,Performance top notch .... King of under 30k,5.0 out of 5 stars,Over power camera performance
390,It's awesome flagship killer,5.0 out of 5 stars,I'm an OnePlus addictive guy using from last 8 years but comparing with 9 series it's far far far better than OnePlus
391,Beast,5.0 out of 5 stars,It's Pretty
392,Mobile is very good.  It has fast charging and has given everything in it's range so far.,5.0 out of 5 stars,"                    The media could not be loaded.
                "
393,Worth to buy,5.0 out of 5 stars,This is best phone under its segment and i am kind of satisfied with its performance so far ..i am using this phone around 4 months however nowadays i believe there are many competitive phones in this segment ...so far i am satisfied with this phone but the battery consumption are quite on higher side.
394,Best product,4.0 out of 5 stars,Need to improve fingerprint unlock speedAnd provide data consumption in status bar feature..
395,GOD LEVEL PHONE 🔥😚💯,5.0 out of 5 stars,Best budget mobile guy's no BGMI lags and good battery life super fast charging🔋⚡ a ultimate phone noo heating issue
396,Performance wise Good !,4.0 out of 5 stars,"Amoled Screen is smooth like butter with 120hz refresh rate ! Camera quality not that much good , also phone didn't get charge as fast as they claim , it's very slow !"
397,The most affordable Gaming Smartphone.,5.0 out of 5 stars,Battery Backup is quite well. Charging speed is aslo very fast . On paper it said 'it takes 32 min from 0-100%' but it take 35-40min to full charge. Except this everything is excellent in this Smartphone.
398,"Really nice mobile main camera ,Display and speed charging good",5.0 out of 5 stars,After 2month using  Really good mobile superb camera superb but battery capacity medium
399,Great Phone to have,5.0 out of 5 stars,My son really liked this phone he is very happy since i gifted him this phone.
400,Great device,5.0 out of 5 stars,"Using this phone from a week now . it's working absolutely fine . Great performance, great battery backup,and great charging.I usually put it on charge when it's below 40 percent and it gets fully charged while a finish my tea ☕. overall good experience ,but in my opinion camera quality isn't that great but pretty decent."
401,Smooth operations!! As Advertised!!,5.0 out of 5 stars,"The functions are very smooth, given that RAM is 12 + 4 GB. Camera is good enough. Battery and fast charge takes the cake as it's the best in its segment."
402,It can handle heavy tasks with ease. phone you can put your money on.,5.0 out of 5 stars,If you see -Multitasking - 5/5Battery - 4.8/5Camera - 4.6/5Speaker - 5/5Display -4.8/5For the money you are giving product is worth every penny 🙂
403,Reasonable price if you get it under 26k,5.0 out of 5 stars,Phone looks are good and camera is too good battery is okay but not too good ....overall nice product by iqoo
404,Marvelous phone,5.0 out of 5 stars,I'm using in this mobile for one month... It's a fantastic experience for hardware and smoothness...Camera Quality Awesome 🤩...Overall experience is very good...Must buy in this segment...
405,Best all rounder phone under 30k,5.0 out of 5 stars,"Camera is good, I like selfie camera and portrait from both back and front is awesome. battery backup is good, easily got 8+ hrs SoT with 1 and half hrs of gaming and charging speed is fast. There's no heat issue, no ui bugs, stable and prectical ui. It takes good Night photos.Overall good all rounder under 30k"
406,Awesome product.,5.0 out of 5 stars,The mobile is perfect with a huge 12 GB RAM and 256 GB ROM. Battery life is fantastic. Picture quality is supererb.
407,Screen bleeding issue,3.0 out of 5 stars,Battery 5/5Charging 5/5Camera 4/5Finger print reader 4/5Display 2/5Everything good on this phone except displayIt has screen bleeding issue you can see in the dark room.I have replaced the product but the replacement product as well has the same screen bleeding issue
408,Good Phone,5.0 out of 5 stars,Review after 10 days useLooks - 4.5Performance - 5Battery - 5Camera - 4I am very happy with the phone performance. Seems it is better than one plus phones in this segment.
409,Value for money,4.0 out of 5 stars,"Overall good.After one month no issues at all .My previous smartphone was X3 pro comparitively I am 200% satisfied . I didn't face any bugs , heating , software issues"
410,Excellent Purchase! You won't regret it.,5.0 out of 5 stars,The phone works like a charm. A smooth and blazing fast phone. Has excellent 4g+ carrier aggregation too.The only problem might be for people who want a clean experience. The iqoo comes with a lot of iqoo related apps that you can't uninstall. That's the only issue I found with the phone. Rest is amazing.
411,Camera quality is poor. Please camera ke liye ye mobile na le Paisa barbaad ho ja aaga,2.0 out of 5 stars,Camera quality is poor.
412,Value for money phone,5.0 out of 5 stars,"                    The media could not be loaded.
                



 The best part is you have IR Blaster. Works well."
413,Performence is ok not bad,5.0 out of 5 stars,Little expencivePrice will drop 20k  is besttotally ok not bad  good working
414,Best Performance,4.0 out of 5 stars,Good To haveDisplayLouder SoundDecent BatteryFast ChargingNo lagging
415,"Indeed a performance beast, but a lottle buggy and call isn't great.",4.0 out of 5 stars,"I loved the performance, design and overall setup. However, the call and bluetooth connectivity ain't the best.The bluetooth calls seem to have distorted and distanced connectivity issue. The speaker doesn't feel a premium for the cost. Software is a little buggy. Need some updates."
416,Master Piece,4.0 out of 5 stars,"Inbuild apps counts are huge, cant uninstall , everything else is just awsome"
417,Performance Beast,5.0 out of 5 stars,"battery life is average , it's a value for money product got the 256gb variant at around 19k after applying discounts and replacement. The performance of the mobile is top notch and I am happy using it."
418,Worrest mobile,2.0 out of 5 stars,Strucking even calls lifting... Worrest screen  refresh rate .. it's feling 60hz screen.. battery life good and other features worre6and money loss and company service and Amazon service worrest.. they are asking prof about mobile lagging.. really I'm faced
419,Good quality mobile 👍👍👍📱,5.0 out of 5 stars,"Quality Finger print support, Good camera quality and nice processor. Really good deal. Satisfied in all respects"
420,Gaming Beast and Medio-core Camera,5.0 out of 5 stars,"Phone is best in all the aspects considering the Price segment it is offered. Gaming 5 out of 5, Camera 3.5 to 4 out of 5 (not for beautify efects only for natural pictures), Battery(atleast 7 hrs screen on time) and Charging (takes 27 to 30 min to reach 20% to 100%)"
421,Value for what you paid,5.0 out of 5 stars,"                    The media could not be loaded.
                



 Under 30k it's a Killer mobile..Just close your eyes and go for it guys..😍😍"
422,Not up to my expectations,1.0 out of 5 stars,"Bad screen and cam quality, OS is not good as like realme & Mi. Dual speaker sound is low, im not satisfied"
423,Very nice mobile,5.0 out of 5 stars,I want share one thing the colour is paa no don't like it please try to make for a customer convience . Please add more features like very easy user interface.I completely say one thing please upgrade user experience please this is all Vivo asking the same thing please this all Vivo users request
424,"Amazing phone overall, good display and good processor but camera can be improved.",4.0 out of 5 stars,"Amazing phone, display quality is amazing, 870 is butter smooth no lag at all.Bloatware can be reduced, camera is good but it can also be improved, speakers are loud but they not that clear but overall speakers are good, Carrier support is good no call drops."
425,Best product in todays market in this price range,5.0 out of 5 stars,I am satisfied.It would have been perfect if the device was thin and light weight.Also UI need to be improved.Rest is good.
426,Call disconnect issue,2.0 out of 5 stars,"i am using this phone from last one week, call is disconnecting frequently & some times call is not connecting. i didn't expected this issue from IQOO in 30k.please give any solutions."
427,Design and looking awesome 😎,5.0 out of 5 stars,"                    The media could not be loaded.
                



 Nothing to dislike here because it's awesome totally setisfy."
428,Worst mobile,1.0 out of 5 stars,Worst mobile I had ever seen.Call will disconnect automatically after 2 mins that too we won't able to make calls properly .call will disconnect for 3 times and 4th time can able to call.
429,Overall good phone,3.0 out of 5 stars,"Need some softweres update (like camera: 4k shoot is awsm bt when I click photos I am not satisfie with that pictures)A very fast charging i really impressed, overall i like this phone"
430,Power performance phone for gamers.,4.0 out of 5 stars,Mobile is amazing but the back cover that comes within box is low quality. I am getting tiny scratch marks on the top of the phone while it is inside the cover whole time. How is it possible? This phone is either in my hands or pocket. Still the marks inside cover?is the finishing low quality then?
431,Phone is awesome 🤩,5.0 out of 5 stars,"Its an all in one piece ...battery backup is soo good ,camera is good processor is good"
432,Ossom smartphone must buy ! These are real genuine words from me !,5.0 out of 5 stars,Initial experience as soon as u boot the phone n start apps ... Slight lag or stutter especially with chrome or iqoo browser . But after u up to date the apps with latest version ... Phone becomes much better . Used almost 4 to 5 hours n i feel phone is damn good n solid no issues thank u amazon...
433,Performance is so good,5.0 out of 5 stars,It's a really good smartphone funtouch is over than I expected camera is too good battery is normal but charging is fast within 35 minute performence is really good this is in stereo speakers but it is normal is the best thing that is I feel is fast refresh rate so I'm happy with this
434,Excellent phone exceptional for battery,5.0 out of 5 stars,Super phone if any one want to buy better phone go for this one (but battery should have to increase this was dispointing me) igot this phone with exchange around 18k
435,A true gem,5.0 out of 5 stars,Best phone in the price range. Though 3.5mm audio jack is not provided even then you can listen your favourite music as a convertor adopter is provided to connect at usb port for this purpose. Set is very light weight and it's charging is super fast.
436,A heavy gaming phone,4.0 out of 5 stars,I am impressed with gaming and battery life and charging but cons is camera photos not optimized and like art but it's ok I'm not happy with NFC it's device not support NFC
437,Best optimisation in this range ..no battery heating issue. customisation should be more,5.0 out of 5 stars,Lovely phone
438,Battery back is very poor,3.0 out of 5 stars,"All features are good expect battery back up, battery gets drained within half an hour without any usage."
439,Best phone,5.0 out of 5 stars,Best of the best phone. Koi phone nahi iske comparison m. People don't know about this phone but I am using this phone from last week and this phone is superb.
440,Funch touch os would be better...no.app lock,3.0 out of 5 stars,Funch touch os would be better...no.app lock
441,Worth for price range under 30k,5.0 out of 5 stars,Good performanceFast chargingGood camera qualityGoood for games like COD and Pubg
442,Wow phone,5.0 out of 5 stars,Take it without any 2nd thought. You will not regret your decision.
443,Superb phone.,5.0 out of 5 stars,"In short a complete powerful package.Extremely fast, no lagsExcellent screenDecent cameraDecent battery"
444,Awesome,5.0 out of 5 stars,Awesome gaming phone
445,Defective products,1.0 out of 5 stars,This is 3rd time buying mobile phone from Amazon. Everytime I'm getting the defective products. I never thought Amazon will sale this kind of products also. New phone auto close even after updating the software. And I'm not feeling to buy any electronic products or gagedts in Amazon ever.
446,Display amazing and camera quality way beyond at this price range.,5.0 out of 5 stars,"Display is amazing especially brightness with 120hz gives perfect viewing experience, awesome camera result and processer is quite good, battery is good for me as not heavy user."
447,"Bad Experience(Hanging,camera crash,lagging)",4.0 out of 5 stars,The camera did not open when I opened another camera application after using the camera...This mobile also stands out like the rest of the mobiles like the rest of the Android phones ... these tasks can never be completed by the Android mobile company
448,Worst battery life and screen bleeding issue,1.0 out of 5 stars,Iqoo neo 6 has very bad battery life and screen bleeding issue. You will be annoyed by seeing screen bleeding if you use black screen apps or dark mode. Top and bottom part of phone shows grey color instead of black.. Battery won't last a day if you are medium to heavy user.
449,Good,3.0 out of 5 stars,With exchange and card offer got it for 19800/-Not a final review Box yet to Be open
450,OVERALL BEST MOBILE,5.0 out of 5 stars,"Writing review after 5 days usage...Mobile overall performance is very good in all aspects...for charging 1-100% it taking nearly 42 minutes,good battery backup,very good camera for both photos and videos,no lags in BGMI decent gaming ...No negatives I found in this mobile...I LOVED IT💝"
451,Having display problems,1.0 out of 5 stars,Please check once buying this product in low light having display problems or not
452,Performance phone with average battery,5.0 out of 5 stars,"Liked: Quick to unlock, Quick to charge, No heating issues even when playing BGMI at Ultra HD mode with 60% brightness on mobile data.Disliked: Camera could have been better, battery life of only 6 hours with continuous whatsapp and maps usage."
453,Value for money,4.0 out of 5 stars,Battery life is goodCharging is very fastScreen ppi could be better as high quality videos doesn't look sharp enough.Rest everything is very good no problems.
454,Charger defective,1.0 out of 5 stars,Charger not charging at all....defective Charger.. Technician assigned and said phone is defective.. But Amazon customer care says Report is OK.. Internally utter confusion within Amazon process.. Worst ever experience.. Shame  Shame Amazon
455,Iqoo Neo 6🔥🔥 An All-rounder beast smartphone according to price.,4.0 out of 5 stars,Battery -9/10Charging -9/10Display -9.5/10Performance -10/10Camera - 8/10Speaker - 8/10Os - 8/10Overall a good all rounder 9/10 smartphone👍👍 but get it under 26 k with offers .I got it by paying 17.5kwith exchange offers 😇😇
456,Good,4.0 out of 5 stars,"Performance is good, charging very fast, battery life ok , camaras good. For gaming  five star....."
457,Good proformance sattric phone,4.0 out of 5 stars,"Display is little bright color tuning should be improved,and in low brightness on lock screen when am slide down the notification pannel I see white lite form the side and middle on the screen"
458,Not best gaming phone for bgmi.,5.0 out of 5 stars,Everything is fine but when you use earphones you won't be able to hear too much footstep as the firing sound is too much but the footsteps sound the vehicles sound as very low. So before buying it think about it once.
459,Kekaaa,4.0 out of 5 stars,Kekaa
460,Very good product value for money,5.0 out of 5 stars,"                    The media could not be loaded.
                



 Iqoo neo 6 is very good product for this price range i love itIt charges very quickly and battery is also last one day. Gaming performance is awesome and have more options for games. Camera and network also greatValue for money"
461,Very good performance,4.0 out of 5 stars,Very good performance...Camera 10/6Performance 10/9Charging 10/10Battery backup 10/8
462,overall performance mainly camera,4.0 out of 5 stars,"overall performance of iqoo neo 6 is good,the front camera quality is kind of okay at this price the quality of the front camera can be better. Before the update the front camera quality was good but after the regular update the front camera quality has gone down."
463,Older Oneplus Days,5.0 out of 5 stars,Oneplus Killer
464,Excellent mobile,5.0 out of 5 stars,"Excellent mobile, it suits to all my requirements and purchased it around 20k after all discounts and exchange.."
465,Microphone is absolute rubbish,1.0 out of 5 stars,"Microphone problem is there , it's not working many times and can't able to connect to a call and when we call someone they can't hear u bcoz of this microphone problem."
466,worst accessories,3.0 out of 5 stars,"usb c to 3.5 mm adapter is not working, infact i return and replace it the new one had same issu,worst accessories, phone is working fine ,camera is good , iam impressed with fast charging and battery life"
467,A Right Choice For Gaming And Other Multi Tasking.,5.0 out of 5 stars,A Right Choice For Gaming And Other Multi Tasking. You Cant Accept Better Camera with Iqoo But You Can use it as Makeshift.Screen Quality Is Very Pleasant.
468,Best product for the price.,4.0 out of 5 stars,"I shifted from OnePlus to purchase this mobile, Oxigen Os was fun to use than Funtouch Os. But gradually you'll get use to it. Oxygen os had back drawer, hidden compartment etc ..Camera quality is good, video quality is to good, but it has some focusing issue.."
469,Lovely phone with lovely features,5.0 out of 5 stars,"Performance is so good and camera quality also good for outdoor. Btw value for money under 30k. In this mobile features are cool like dynamic features, ultra gaming mode etc. But one thing i miss so much and that is notification light. My previous phone poco x3 pro have this.😌 ."
470,Beast,5.0 out of 5 stars,"Using from last 20 days. Very smooth touch, crystal clear display, awesome look and gaming performance at it's peak."
471,Not a fast charging mobile,4.0 out of 5 stars,"The charging time is taking more than I expected, There it is mentioned from 0 to 50% charging time is 12 mins, But it is taking more than 20 min and the full charging time is 45 min, It mentioned as 31 min. Give me proper response."
472,Battery drain,4.0 out of 5 stars,Battery drains little fast. But the phone is super.pls go for it without any doubt
473,"Good , But black crush issue is there (visible in low light only)",4.0 out of 5 stars,"Apart from black crush issue (at low light) , everything is good."
474,Smooooooth,5.0 out of 5 stars,"Got it for 21500 including offers. Best thing is got 2 years warranty. What a phone!!! Charging, camera, processor, haptic everything is just class👌 well done iqooooooo"
475,Iqoo Neo 6,5.0 out of 5 stars,"Very niceI have got it in 25,999It's a very good phone in that budget"
476,Worth it .. awesome,5.0 out of 5 stars,"I got it for Rs 19,910 including exchange, ICICI, and extra 1000 off. And in this price range this specifications is incomparable. Moreover it feels premium in hand and it has one of the best camera in the segment. Overall it's a great deal."
477,Serious UI problem in device,1.0 out of 5 stars,I am writing this review after using it for 2 month .This device has a serious bug in its UI because all my gallery photos deleted automatically . This happens 2 times with me and I lost all my personal photo and data. I don't understand the problem. Very sad with this phone
478,Worth to buy,5.0 out of 5 stars,"                    The media could not be loaded.
                



 Camera quality is good as compared to one plus phones.Bright display and smooth interface.Budget phone..."
479,Only for game- then buy this phone,4.0 out of 5 stars,"It is gaming phone, but battery is going fast.camera quality is very poor... old bedsheet is reflecting new.finger print sensor is very low quality.. always error ..."
480,Value for money,4.0 out of 5 stars,Don't expect high qulaity picture but at this price point it's camera is really nice.Heating issues are always there with it.
481,Feels rich,5.0 out of 5 stars,Its one of the awesome phone under 30k its design looks premium and charging time takes only 28min to full charge and its gaming performance is unbeatable and coming to camera performance it's better for closeup shots and display looks very premium with bright colours....
482,Notification from app not working and Mic also not working,1.0 out of 5 stars,HiThis is totally wastage of time and money as very first day mobile microphone not working and notification not coming from apps.Do some quality check before selliing it
483,Budget friendly mobile,5.0 out of 5 stars,Gaming is very smooth.No lagging or frame drop.Charging is very quick.Especially sd 885 does the job better.No heating issue.
484,Fun touch OS is not well optimised,2.0 out of 5 stars,I bought this mobile at last weekBut I already  sales itThe fantas OS is not optimised well for this mobile. The brightness is also not that much bettest
485,Definitely it's a beast in this price segment,5.0 out of 5 stars,I am using this phone near few days and the performance of this phone is very good. No lag no frame drops and the camera and display quality is very well. Overall complete package.
486,Awesome,5.0 out of 5 stars,"एक गलती कर दी iqoo वाले ने 3.5mm headphone jack भी देना चाइए था। बाकी pubglite में HD extreme ka option नही आता । वो आप gfx tool se enable कर सकते हो , नही आता करना तो ईमेल करे vshishth1@gmail.com"
487,legend in 25k price,5.0 out of 5 stars,"best smartphone in under 26k. very good display super charm design fast charging .pubg play like butter . coupon and extra prepaid offer is good when you buy. but no headphones jack, Nfc & expandable storage disappointed 😒"
488,Bad experience,1.0 out of 5 stars,Not too good as making hipe on net.
489,Super,5.0 out of 5 stars,For gaming this is the perfect phone since it has snapdragon 870It has a 4700 battery so the battery may not last a lot long but we can cover up that because we are getting a 88 wat chargerSo the battery gets recharged very fastI recommend this song
490,Best all-rounder,5.0 out of 5 stars,Beast performance and exlent battery backup
491,Superb !,5.0 out of 5 stars,"If you are looking for a perfect all-rounder, then go for it ♥️.Pros -Powerful PerformanceSuper Battery backupBadass cameraCons -Funtouch OS has to improve some more.No other problems."
492,Performance is superb,5.0 out of 5 stars,"Super phone, the only problem i have seen is the ui issue that doesn't have much features to fight with realme ui and miui.Hope they will bring in future."
493,Very bad performance in bgmi ... don't buy for playing bgmi .. very bad performance 😞,2.0 out of 5 stars,While playing Bgmi after half an hour normal heat..feel so much hard nes while playing pubg ..so disappointment 😥😞
494,Best phone under 30k just go for it.,5.0 out of 5 stars,Camara is 4.5/5 battery - good performance 5/5 display 5/5 fingerprint sensor 4.5/5 overall rating 5/5 30k price for this smartphone is worth of money
495,Awaome phone for this price range,5.0 out of 5 stars,Awesome device for this price rangeExcluding the blot wares this is a superb mobileProcessor doesn't have any performance or heating issuesLight weightHandyDisplay is top-notch...
496,Incredible performance,4.0 out of 5 stars,This device is absolutely good and value for money but the problem is funtouch OS you will feel lags. please Iqoo solve this problem
497,Wow best phone at this price 💓,5.0 out of 5 stars,Really a good phone at this price rangeDisplay u can't hate impressedBattery very good because of e4 amoledProcessor is very fast camera also kGood package for this price who looking for flagship phone performance like big flagship phone
498,Very Nice Performance and battery life,5.0 out of 5 stars,Camera is ok ok not excellent
499,Good,5.0 out of 5 stars,Good phone
500,"Best phone at this price, true flagship phone",5.0 out of 5 stars,"Display, Processor, Battery, Camera, Features, Best Music experience, Smooth display, Good Surrounding system, fast charging Everything Is EXCELLENT"
501,Recommended,5.0 out of 5 stars,Camera is the best and battery lasts longerI feel there one issue when you are on a call you can't open the notification panel.Fingerprint reader is a bit slow.Ringtone sound feels low i miss the calls when I'm in rush or noise full area.
502,I'm not a bot it's a genuine review .,5.0 out of 5 stars,I don't know what other users feel but I'm super satisfied using this mobile . Everything is just fine . There are no bugs in the UI too. Thanks to Iqoo.
503,Bad camera quality,2.0 out of 5 stars,My handset camera quality is not that great it's getting blur every time when I take the picture and macro camers is also has even the battery drain fast
504,Performance Beast,4.0 out of 5 stars,It is subjective to time as we can witness new phones with great performance but as of now this is beast.
505,A compact smartphone with all requirements fitted in for day to day use,5.0 out of 5 stars,All features I like..it's a compact smartphone and a real competitor for flagship smartphones under this price.
506,Awesome 💥🔥,5.0 out of 5 stars,"                    The media could not be loaded.
                



 30k in this range this is killer phone camera.is best and screen is good and all around all the best phone"
507,True killer at 30k price range,4.0 out of 5 stars,All rounder performer.But the funtouch OS needs some more refinement and enhancements.
508,Excellent in this price range.,5.0 out of 5 stars,Hardware is topnotch and the software is glitch free and optimized.The Android skin is boring otherwise everything is good.
509,Flagship Killer,5.0 out of 5 stars,camera - 5/5Display - 5/5Battery - 5/5Just a little bit heating issue while playing Genishin Impact in highest Graphics and 60 fpsOverall a extremely value for money phoneI got it in 21k
510,A good phone with a major issue,4.0 out of 5 stars,This mobile is good..but there is one serious issue which needs to be fixed..that is the face unlock ....the phone unlocks even when eyes are closed...sim switch for data and calling is not simple enough..one should go the settings for that change...
511,"90 fps still be a tricky wait,,selfi camera below avarage in night time,rest all good",5.0 out of 5 stars,"RAM management excellent, selfie camera avarage,some times finger print scanner stocks,,rest battery drain also while gaming..most await for 90fps.."
512,MISSING ITEMS OR CHANGED,3.0 out of 5 stars,"                    The media could not be loaded.
                



 Phone is good but 😠😠😠 but there is no adapter inside the mobile box then how i can charge my mobile"
513,My opinion,4.0 out of 5 stars,Front and back Camera 📸 quality is good. I atteched some photos see the photos.Battery 🔋 per charge i use one day general use.Finger print sensor is good.Charging time 1 to 100 is 50mins.Speaker sound also good.
514,1 week used,5.0 out of 5 stars,I'm said...Overall performance is 10/10👌👌👌👌👌
